  1.1135746349958980e+009	 -3.1264351526752759e-005	 -2.3040103324951513e-005	  1.9038397171655674e-005	
  1.1135746350858960e+009	 -1.3968879602895975e-003	 -1.4814365998385201e-004	  3.9972271273391868e-005	
  1.1135746351983061e+009	 -3.1345839389708705e-003	 -2.2896042100155285e-004	  6.2831541950260386e+000	
  1.1135746352886400e+009	 -4.4470534244631064e-003	 -5.4387033540147396e-004	  5.9929488940291264e-005	
  1.1135746353858931e+009	 -5.9117415389219217e-003	 -7.4757731949708637e-004	  6.1999999999784450e-005	
  1.1135746354958949e+009	 -7.5978847416933578e-003	 -8.3286714731528946e-004	  5.0521568812911255e-006	
  1.1135746355858920e+009	 -8.9416531955676254e-003	 -9.4600279051491301e-004	  1.1062751244228508e-004	
  1.1135746356959300e+009	 -1.0562988246040825e-002	 -1.1177072882355733e-003	  2.1002345476883733e-004	
  1.1135746357859521e+009	 -1.1960156485151580e-002	 -9.1027682338120004e-004	  1.2317218432045252e-004	
  1.1135746358982911e+009	  3.6877819883470716e-004	 -2.3967735264036573e-003	  6.2831389633679793e+000	
  1.1135746359885850e+009	  1.1785882356041730e-004	 -3.0606413327325206e-003	  1.3390130384483001e-004	
  1.1135746360859220e+009	 -3.2357863708478492e-005	 -3.2992744879754938e-003	  6.2831820521876507e+000	
  1.1135746361958959e+009	 -5.9278291036160352e-005	 -3.5868190382594037e-003	  6.2831167851084810e+000	
  1.1135746362858930e+009	 -1.6470788665401320e-004	 -4.0236360709942787e-003	  1.1556118479916222e-006	
  1.1135746363959210e+009	 -3.6381576733921368e-004	 -4.5251597900860174e-003	  6.2831555797734211e+000	
  1.1135746364859250e+009	 -4.9616979754301001e-004	 -4.9565273672014121e-003	  5.7093376137906660e-005	
  1.1135746365958979e+009	 -5.7730793530180768e-004	 -5.3390645928771937e-003	  4.7275962409720762e-005	
  1.1135746366886940e+009	 -6.6500319026254883e-004	 -5.4875288769058251e-003	  6.2831413643920886e+000	
  1.1135746367859199e+009	 -7.2414182340505993e-004	 -5.7127835909138803e-003	  6.2831317110658258e+000	
  1.1135746368959000e+009	  4.5643559525306984e-003	  1.5987785771507405e-003	  1.0178211106381951e-004	
  1.1135746369859090e+009	  5.0656627315113587e-003	  2.0569717682444445e-003	  1.3048291347406149e-004	
  1.1135746370959260e+009	  5.6059039177221923e-003	  2.6001726522897478e-003	  9.1325000907360732e-005	
  1.1135746371859310e+009	  6.1968653506913555e-003	  3.1566922351177885e-003	  1.4882810128380441e-004	
  1.1135746372958810e+009	  6.8050589493147615e-003	  3.8332532394610374e-003	  8.4324635878374465e-005	
  1.1135746373862770e+009	  7.3078761890996002e-003	  4.3971598584221401e-003	  1.0353628888104538e-004	
  1.1135746374859259e+009	  7.8801522139935985e-003	  4.9021214076594129e-003	  1.6092745063023273e-004	
  1.1135746375959091e+009	  8.5815896749170360e-003	  5.6214926913038749e-003	  1.9539508380361781e-004	
  1.1135746376858971e+009	  9.0958416322096947e-003	  6.2915556085103505e-003	  1.7704765232373632e-004	
  1.1135746377959039e+009	  9.7079600172320733e-003	  7.0658595354418591e-003	  1.6149685504451838e-004	
  1.1135746378859119e+009	  2.1957313312404303e-002	  4.1908622646597846e-003	  1.6044550886640252e-004	
  1.1135746379958849e+009	  2.4515925825717915e-002	  4.4191653664092216e-003	  1.5158084420097140e-004	
  1.1135746380860620e+009	  2.6565370142499985e-002	  4.5687955983921879e-003	  1.8443288946023983e-004	
  1.1135746381859131e+009	  2.8908166267202141e-002	  4.8598650892175037e-003	  1.8118489677121374e-004	
  1.1135746382958939e+009	  3.1379759354007671e-002	  5.1880048115911541e-003	  1.8145809433711690e-004	
  1.1135746383858950e+009	  3.3717769680447957e-002	  5.4648614213536374e-003	  1.9101571486945801e-004	
  1.1135746384959061e+009	  3.6159557060216757e-002	  5.8115590759092251e-003	  1.6397252994870826e-004	
  1.1135746385859089e+009	  3.8419374082655146e-002	  6.0956399979196262e-003	  2.2463971763109214e-004	
  1.1135746386958840e+009	  4.0705367941594628e-002	  6.5390711453039126e-003	  2.5919782429095761e-004	
  1.1135746387860579e+009	  4.2977671823796644e-002	  7.0275690263625753e-003	  2.2221305418668180e-004	
  1.1135746388859100e+009	  2.3020230373345656e-002	  6.5729986155563360e-003	  1.8190660717820606e-004	
  1.1135746389958940e+009	  2.3217065244532452e-002	  6.5511872691220996e-003	  2.7504733079020127e-004	
  1.1135746390858979e+009	  2.3432321497443301e-002	  6.8290556443583051e-003	  3.2680318549171972e-004	
  1.1135746391959059e+009	  2.3637120581214473e-002	  7.4045499099747161e-003	  6.0503742854933762e-005	
  1.1135746392859089e+009	  2.3681170581728819e-002	  7.5573952021892737e-003	  1.4030563034594934e-004	
  1.1135746393958831e+009	  2.3511304940873307e-002	  7.5368830679123939e-003	  3.7889418227443628e-004	
  1.1135746394860620e+009	  2.3530313747319752e-002	  7.8327947813524763e-003	  3.6660122482601309e-004	
  1.1135746395858910e+009	  2.3589890540958437e-002	  8.3652406223089001e-003	  3.5065818691837336e-004	
  1.1135746396959009e+009	  2.3674919714677202e-002	  8.7615800692465180e-003	  3.4930542458422309e-004	
  1.1135746397858939e+009	  2.3677511967411326e-002	  9.0126081218857065e-003	  3.5143154514116759e-004	
  1.1135746398959041e+009	  2.1664060062448472e-002	  5.3505953219039797e-003	  4.0462115565986778e-004	
  1.1135746399859090e+009	  2.1555342392904100e-002	  5.2131042002585446e-003	  2.1319758045201809e-004	
  1.1135746400958850e+009	  2.1303306214266748e-002	  4.8068054659753832e-003	  2.5078867621708412e-004	
  1.1135746401860530e+009	  2.0999624708214353e-002	  4.3585444334439481e-003	  4.2563121783789626e-004	
  1.1135746402859120e+009	  2.0748418945363018e-002	  4.2281805308084690e-003	  2.7615254683244217e-004	
  1.1135746403958919e+009	  2.0447675570172755e-002	  3.9377147950624015e-003	  3.3699999999914354e-004	
  1.1135746404858949e+009	  2.0047752530068266e-002	  3.5896194887863110e-003	  3.9397294529486260e-004	
  1.1135746405959060e+009	  1.9661500818458702e-002	  3.2417954864864713e-003	  2.4774973067387407e-004	
  1.1135746406859081e+009	  1.9333832363935828e-002	  2.9290167764271292e-003	  2.6456788558526512e-004	
  1.1135746407958839e+009	  1.8738017214090713e-002	  2.7841226766974207e-003	  4.8014369612570107e-004	
  1.1135746408860669e+009	  8.4959517474803795e-003	 -1.4846237810144383e-003	  3.3904523545480458e-004	
  1.1135746409859090e+009	  7.4477627356333322e-003	 -2.0837573330636065e-003	  6.2830792234223320e+000	
  1.1135746410958960e+009	  6.9419327921240968e-003	 -3.7810003032114799e-003	  5.5129899508621349e-005	
  1.1135746411858950e+009	  5.8076058001318258e-003	 -5.8400794002070981e-003	  5.4180792116920173e-004	
  1.1135746412860839e+009	  3.8942203676001460e-003	 -7.3943361389186375e-003	  4.8392185279855227e-004	
  1.1135746413859079e+009	  1.6543183784392935e-003	 -7.6368619358670418e-003	  4.8828369549358541e-004	
  1.1135746414958839e+009	 -1.3577641120645144e-003	 -7.7210594521336245e-003	  2.3796106048035170e-004	
  1.1135746415860701e+009	 -3.5082734832400432e-003	 -8.2789545206478354e-003	  6.2828923143928419e+000	
  1.1135746416859109e+009	 -4.9500299055989178e-003	 -1.0393053118491976e-002	  6.9844608008295950e-005	
  1.1135746417859089e+009	 -6.0282302747225883e-003	 -1.2486273657010556e-002	  5.7079130663684197e-004	
  1.1135746418858960e+009	 -1.2098078201023359e-002	 -7.0597018356383769e-003	  4.1584918970460905e-004	
  1.1135746419860880e+009	 -1.4913814390545793e-002	 -6.7374257152419117e-003	  6.8733497372797103e-005	
  1.1135746420859060e+009	 -1.7659256038804697e-002	 -7.0085374257791103e-003	  6.2831323685077667e+000	
  1.1135746421958830e+009	 -2.0710365315370308e-002	 -8.2553897674022842e-003	  9.3580010820382142e-005	
  1.1135746422858970e+009	 -2.3536658381829181e-002	 -9.3274180618209170e-003	  3.3819617088148846e-004	
  1.1135746423859091e+009	 -2.6402799207199467e-002	 -9.7831733153912470e-003	  2.5669242680503856e-004	
  1.1135746424859109e+009	 -2.8829036584943582e-002	 -9.8697816018174494e-003	  9.7420920495139285e-006	
  1.1135746425858960e+009	 -3.1310932558901002e-002	 -1.0515150503948530e-002	  8.3257569620798222e-005	
  1.1135746426860771e+009	 -3.1504445071463487e-002	 -1.1364401926722102e-002	  2.1190438199791828e-004	
  1.1135746427859061e+009	 -3.1184224545106925e-002	 -1.2231216765973364e-002	  4.5796554694188529e-004	
  1.1135746428958850e+009	 -1.4627336886582304e-003	 -4.8037029439573393e-003	  5.7936414122305990e-004	
  1.1135746429859011e+009	  4.1710507313747879e-003	 -4.6704431925215862e-003	  7.6619532343524810e-004	
  1.1135746430859079e+009	  1.1606169234626035e-002	 -4.4472565418046030e-003	  1.0765073870429021e-003	
  1.1135746431859059e+009	  2.2306227001449217e-002	 -4.4932887232442854e-003	  1.6123726122252435e-003	
  1.1135746432858951e+009	  3.7125103366418825e-002	 -4.5653575564600429e-003	  2.4177232528401760e-003	
  1.1135746433860829e+009	  5.7694858053671222e-002	 -4.5283480799393344e-003	  3.4311574277277046e-003	
  1.1135746434859121e+009	  8.4955284843112169e-002	 -4.5354246444273784e-003	  4.7083697585765805e-003	
  1.1135746435958841e+009	  1.6733672677506700e-001	 -3.8623859415117274e-003	  6.4974180450052543e-003	
  1.1135746436858959e+009	  2.0980318382545046e-001	 -3.9492050010113992e-003	  8.3809593976358343e-003	
  1.1135746437859089e+009	  2.6630973321162138e-001	 -3.9413913559932104e-003	  1.0812406440383171e-002	
  1.1135746438859069e+009	  3.3379225446192234e-001	 -3.7624456622660290e-003	  1.3334782241825494e-002	
  1.1135746439858949e+009	  4.1219001923428572e-001	 -3.3774166170726407e-003	  1.5464667339395000e-002	
  1.1135746440860901e+009	  4.9986933552681195e-001	 -2.7843417133892943e-003	  1.6913002438388780e-002	
  1.1135746441859090e+009	  5.9648620316674528e-001	 -2.0200482372899173e-003	  1.7828533243883449e-002	
  1.1135746442958839e+009	  7.0894567321165169e-001	 -1.0222857576456365e-003	  1.8914945115179549e-002	
  1.1135746443858960e+009	  8.0787521685424946e-001	 -5.0972359600110376e-005	  1.9406293676312636e-002	
  1.1135746444859099e+009	  9.2032527743837422e-001	  1.0585111203129727e-003	  1.8991029398397252e-002	
  1.1135746445859110e+009	  1.0344537528068651e+000	  2.0998164521296571e-003	  1.8073635842567271e-002	
  1.1135746446858959e+009	  1.1514161849722464e+000	  3.1162299409846195e-003	  1.8257284300665866e-002	
  1.1135746447860839e+009	  1.2731696626043667e+000	  4.2267111632975779e-003	  1.8707760045434618e-002	
  1.1135746448859100e+009	  1.3945416584380219e+000	  5.3368080738264339e-003	  1.8319374748731576e-002	
  1.1135746449958830e+009	  1.5333792241940398e+000	  6.5224926932691309e-003	  1.7694256462642777e-002	
  1.1135746450858970e+009	  1.6469564993676287e+000	  7.8960935136018658e-003	  1.7641660747441001e-002	
  1.1135746451859109e+009	  1.7764051897907667e+000	  9.6537753304528125e-003	  1.7450838122101686e-002	
  1.1135746452859061e+009	  1.9105794666086204e+000	  1.1307994774935506e-002	  1.7484818942236302e-002	
  1.1135746453858960e+009	  2.0484490380721661e+000	  1.2653574887015387e-002	  1.7864215783453652e-002	
  1.1135746454860849e+009	  2.1888660326130913e+000	  1.4592375258588482e-002	  1.7913599520670509e-002	
  1.1135746455859139e+009	  2.3317790753085275e+000	  1.7182191683545168e-002	  1.8532597877527479e-002	
  1.1135746456958840e+009	  2.4907894500673886e+000	  1.9620097810285474e-002	  2.2099540013257979e-002	
  1.1135746457858970e+009	  2.6200174762192407e+000	  2.1891052114137215e-002	  2.7517310265996464e-002	
  1.1135746458859129e+009	  2.7605187035774490e+000	  2.0138758557095317e-002	  3.5776497298344090e-002	
  1.1135746459859090e+009	  2.9018960925563344e+000	  2.5109931836071138e-002	  4.5016060321555251e-002	
  1.1135746460858929e+009	  3.0420032012354010e+000	  3.2468500982695971e-002	  5.5710067591070001e-002	
  1.1135746461860909e+009	  3.1828927043312478e+000	  3.9699272808090408e-002	  6.9462785726121190e-002	
  1.1135746462859099e+009	  3.3221698058645255e+000	  4.5887812509868550e-002	  8.6064832664756175e-002	
  1.1135746463958831e+009	  3.4739303637838357e+000	  5.7202916209119388e-002	  1.0457574432989603e-001	
  1.1135746464858940e+009	  3.5857340206162647e+000	  6.7913214753966916e-002	  1.2006803947939204e-001	
  1.1135746465859101e+009	  3.7308303415556376e+000	  8.3702949704062904e-002	  1.4343079853707508e-001	
  1.1135746466859090e+009	  3.8651660988324510e+000	  1.0123672633057153e-001	  1.6792038700045353e-001	
  1.1135746467858961e+009	  3.9982249976896265e+000	  1.2386885808094213e-001	  1.9371077933579350e-001	
  1.1135746468860841e+009	  4.1243374923019944e+000	  1.3985517377452886e-001	  2.2019061666048323e-001	
  1.1135746469859099e+009	  4.2653038886101182e+000	  1.6902091328535995e-001	  2.5585022944785241e-001	
  1.1135746470958791e+009	  4.4090739702021402e+000	  2.0308445067089340e-001	  2.9458627161662942e-001	
  1.1135746471858971e+009	  4.5267029398090548e+000	  2.3480771630480241e-001	  3.2612406030150698e-001	
  1.1135746472859080e+009	  4.6462525476178991e+000	  2.7168521678142626e-001	  3.5883261293179736e-001	
  1.1135746473859141e+009	  4.7845921154798914e+000	  3.2055877255909521e-001	  3.9793146699649995e-001	
  1.1135746474858940e+009	  4.9038548525404622e+000	  3.6790247844391183e-001	  4.3301467268168636e-001	
  1.1135746475860839e+009	  5.0422566344054234e+000	  4.2927452868898408e-001	  4.7608381648709930e-001	
