  6.6837000000000000e+004	  0.0000000000000000e+000	  2.7431999999999999e+001	
  6.6833000000000000e+004	  0.0000000000000000e+000	  5.4863999999999997e+001	
  6.6817000000000000e+004	  0.0000000000000000e+000	  8.2296000000000006e+001	
  6.6823000000000000e+004	  2.4384000000000000e+001	  1.0972799999999999e+002	
  6.6832000000000000e+004	  4.8768000000000001e+001	  8.2296000000000006e+001	
  6.6821000000000000e+004	  4.8768000000000001e+001	  5.4863999999999997e+001	
  6.6834000000000000e+004	  4.8768000000000001e+001	  2.7431999999999999e+001	
  6.6829000000000000e+004	  2.4384000000000000e+001	  0.0000000000000000e+000	
  6.6838000000000000e+004	  2.4384000000000000e+001	  4.1148000000000003e+001	
  6.6826000000000000e+004	  2.4384000000000000e+001	  6.8579999999999998e+001	
