  1.1135746350858960e+009	  0.0000000000000000e+000	 -3.4899999999993270e-004	
  1.1135746351983061e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746352886400e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746353858931e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746354958949e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746355858920e+009	  0.0000000000000000e+000	  3.4899999999987654e-004	
  1.1135746356959300e+009	  0.0000000000000000e+000	  5.2400000000000005e-004	
  1.1135746357859521e+009	  0.0000000000000000e+000	  1.7400000000000000e-004	
  1.1135746358982911e+009	  0.0000000000000000e+000	  1.7499999999999992e-004	
  1.1135746359885850e+009	  0.0000000000000000e+000	  1.7400000000000000e-004	
  1.1135746360859220e+009	  0.0000000000000000e+000	 -3.4899999999993270e-004	
  1.1135746361958959e+009	  0.0000000000000000e+000	 -3.4899999999993270e-004	
  1.1135746362858930e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746363959210e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746364859250e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746365958979e+009	  0.0000000000000000e+000	  1.7500000000000003e-004	
  1.1135746366886940e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746367859199e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746368959000e+009	  0.0000000000000000e+000	  1.7400000000000000e-004	
  1.1135746369859090e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746370959260e+009	  0.0000000000000000e+000	 -1.7399999999945237e-004	
  1.1135746371859310e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746372958810e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746373862770e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746374859259e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746375959091e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746376858971e+009	  0.0000000000000000e+000	 -1.7499999999959215e-004	
  1.1135746377959039e+009	  0.0000000000000000e+000	  1.7500000000000003e-004	
  1.1135746378859119e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746379958849e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746380860620e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746381859131e+009	  0.0000000000000000e+000	  1.7400000000000000e-004	
  1.1135746382958939e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746383858950e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746384959061e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746385859089e+009	  0.0000000000000000e+000	 -1.7399999999945237e-004	
  1.1135746386958840e+009	  0.0000000000000000e+000	  1.7400000000000000e-004	
  1.1135746387860579e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746388859100e+009	  0.0000000000000000e+000	 -3.4899999999993270e-004	
  1.1135746389958940e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746390858979e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746391959059e+009	  0.0000000000000000e+000	 -1.7399999999945237e-004	
  1.1135746392859089e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746393958831e+009	  0.0000000000000000e+000	  1.7400000000000003e-004	
  1.1135746394860620e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746395858910e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746396959009e+009	  0.0000000000000000e+000	 -1.7399999999945237e-004	
  1.1135746397858939e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746398959041e+009	  0.0000000000000000e+000	  1.7400000000000003e-004	
  1.1135746399859090e+009	  0.0000000000000000e+000	 -3.4899999999993270e-004	
  1.1135746400958850e+009	  0.0000000000000000e+000	 -1.7499999999959215e-004	
  1.1135746401860530e+009	  0.0000000000000000e+000	  6.9899999999988862e-004	
  1.1135746402859120e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746403958919e+009	  0.0000000000000000e+000	 -1.7499999999959215e-004	
  1.1135746404858949e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746405959060e+009	  0.0000000000000000e+000	 -5.2399999999952485e-004	
  1.1135746406859081e+009	  0.0000000000000000e+000	 -3.4900000000082088e-004	
  1.1135746407958839e+009	  0.0000000000000000e+000	  1.7500000000048033e-004	
  1.1135746408860669e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746409859090e+009	  0.0000000000000000e+000	 -1.7500000000048033e-004	
  1.1135746410958960e+009	  0.0000000000000000e+000	 -1.7399999999945237e-004	
  1.1135746411858950e+009	  2.1422880000000004e-003	  5.2300000000027325e-004	
  1.1135746412860839e+009	  0.0000000000000000e+000	  0.0000000000000000e+000	
  1.1135746413859079e+009	  0.0000000000000000e+000	 -1.7400000000034055e-004	
  1.1135746414958839e+009	  0.0000000000000000e+000	  3.4899999999987654e-004	
  1.1135746415860701e+009	  0.0000000000000000e+000	 -5.2400000000041302e-004	
